"행정구역","2022년10월_총인구수","2022년10월_세대수","2022년10월_세대당 인구","2022년10월_남자 인구수","2022년10월_여자 인구수","2022년10월_남여 비율"
"서울특별시 강서구 공항동(1150062000)","30,416","13,962","          2.18","15,348","15,068","          1.02"
"서울특별시 강서구 방화제1동(1150063000)","42,668","17,357","          2.46","20,777","21,891","          0.95"
"서울특별시 강서구 방화제2동(1150064000)","23,146","12,129","          1.91","11,448","11,698","          0.98"
"서울특별시 강서구 방화제3동(1150064100)","22,434","11,284","          1.99","10,829","11,605","          0.93"
"서울특별시 구로구 (1153000000)","394,212","182,789","          2.16","193,834","200,378","          0.97"
"서울특별시 구로구 신도림동(1153051000)","35,892","13,941","          2.57","17,379","18,513","          0.94"
"서울특별시 구로구 구로제1동(1153052000)","20,695","8,345","          2.48","10,115","10,580","          0.96"
"서울특별시 구로구 구로제2동(1153053000)","23,191","12,418","          1.87","11,698","11,493","          1.02"
"서울특별시 구로구 구로제3동(1153054000)","23,528","13,669","          1.72","12,143","11,385","          1.07"
"서울특별시 구로구 구로제4동(1153055000)","19,265","10,564","          1.82","9,305","9,960","          0.93"
"서울특별시 구로구 구로제5동(1153056000)","29,355","15,597","          1.88","14,184","15,171","          0.93"
"서울특별시 구로구 가리봉동(1153059500)","8,940","6,105","          1.46","4,892","4,048","          1.21"
"서울특별시 구로구 고척제1동(1153072000)","23,395","10,223","          2.29","11,680","11,715","          1.00"
"서울특별시 구로구 고척제2동(1153073000)","26,179","11,456","          2.29","12,966","13,213","          0.98"
"서울특별시 구로구 개봉제1동(1153074000)","33,399","14,909","          2.24","16,622","16,777","          0.99"
"서울특별시 구로구 개봉제2동(1153075000)","30,370","12,502","          2.43","14,785","15,585","          0.95"
"서울특별시 구로구 개봉제3동(1153076000)","19,950","8,793","          2.27","9,673","10,277","          0.94"
"서울특별시 구로구 오류제1동(1153077000)","22,413","12,271","          1.83","10,774","11,639","          0.93"
"서울특별시 구로구 오류제2동(1153078000)","38,094","15,779","          2.41","18,248","19,846","          0.92"
"서울특별시 구로구 수궁동(1153079000)","23,096","9,945","          2.32","11,356","11,740","          0.97"
"서울특별시 구로구 항동(1153080000)","16,450","6,272","          2.62","8,014","8,436","          0.95"
"서울특별시 금천구 (1154500000)","230,156","119,572","          1.92","116,062","114,094","          1.02"
"서울특별시 금천구 가산동(1154551000)","24,242","17,503","          1.39","13,050","11,192","          1.17"
"서울특별시 금천구 독산제1동(1154561000)","45,786","24,289","          1.89","23,420","22,366","          1.05"
"서울특별시 금천구 독산제2동(1154562000)","18,287","9,453","          1.93","9,244","9,043","          1.02"
"서울특별시 금천구 독산제3동(1154563000)","24,163","12,945","          1.87","12,110","12,053","          1.00"
"서울특별시 금천구 독산제4동(1154564000)","14,926","7,668","          1.95","7,497","7,429","          1.01"
"서울특별시 금천구 시흥제1동(1154567000)","32,503","16,234","          2.00","16,174","16,329","          0.99"
"서울특별시 금천구 시흥제2동(1154568000)","20,784","8,222","          2.53","9,953","10,831","          0.92"
"서울특별시 금천구 시흥제3동(1154569000)","10,608","4,700","          2.26","5,246","5,362","          0.98"
"서울특별시 금천구 시흥제4동(1154570000)","20,066","9,216","          2.18","9,939","10,127","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","18,791","9,342","          2.01","9,429","9,362","          1.01"
"서울특별시 영등포구 (1156000000)","375,849","188,734","          1.99","184,845","191,004","          0.97"
"서울특별시 영등포구 영등포본동(1156051500)","21,024","10,405","          2.02","10,781","10,243","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","29,592","20,973","          1.41","15,305","14,287","          1.07"
"서울특별시 영등포구 여의동(1156054000)","32,624","13,321","          2.45","15,311","17,313","          0.88"
"서울특별시 영등포구 당산제1동(1156055000)","20,351","10,959","          1.86","9,906","10,445","          0.95"
"서울특별시 영등포구 당산제2동(1156056000)","37,149","18,978","          1.96","17,347","19,802","          0.88"
"서울특별시 영등포구 도림동(1156058500)","17,697","9,538","          1.86","8,939","8,758","          1.02"
"서울특별시 영등포구 문래동(1156060500)","32,335","13,111","          2.47","15,805","16,530","          0.96"
"서울특별시 영등포구 양평제1동(1156061000)","18,365","9,921","          1.85","8,949","9,416","          0.95"
"서울특별시 영등포구 양평제2동(1156062000)","22,372","10,878","          2.06","10,932","11,440","          0.96"
"서울특별시 영등포구 신길제1동(1156063000)","19,041","11,376","          1.67","9,644","9,397","          1.03"
"서울특별시 영등포구 신길제3동(1156065000)","16,360","7,594","          2.15","8,068","8,292","          0.97"
"서울특별시 영등포구 신길제4동(1156066000)","12,309","5,766","          2.13","6,105","6,204","          0.98"
"서울특별시 영등포구 신길제5동(1156067000)","10,234","4,670","          2.19","4,982","5,252","          0.95"
"서울특별시 영등포구 신길제6동(1156068000)","18,893","9,195","          2.05","9,239","9,654","          0.96"
"서울특별시 영등포구 신길제7동(1156069000)","19,680","7,840","          2.51","9,795","9,885","          0.99"
"서울특별시 영등포구 대림제1동(1156070000)","14,157","7,011","          2.02","7,046","7,111","          0.99"
"서울특별시 영등포구 대림제2동(1156071000)","11,766","6,890","          1.71","5,778","5,988","          0.96"
"서울특별시 영등포구 대림제3동(1156072000)","21,900","10,308","          2.12","10,913","10,987","          0.99"
"서울특별시 동작구 (1159000000)","382,747","186,655","          2.05","185,098","197,649","          0.94"
"서울특별시 동작구 노량진제1동(1159051000)","31,691","16,334","          1.94","15,972","15,719","          1.02"
"서울특별시 동작구 노량진제2동(1159052000)","10,540","6,875","          1.53","5,466","5,074","          1.08"
"서울특별시 동작구 상도제1동(1159053000)","44,337","22,333","          1.99","21,533","22,804","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","27,707","12,578","          2.20","13,262","14,445","          0.92"
"서울특별시 동작구 상도제3동(1159055000)","24,209","12,158","          1.99","11,538","12,671","          0.91"
"서울특별시 동작구 상도제4동(1159056000)","28,270","14,152","          2.00","13,713","14,557","          0.94"
"서울특별시 동작구 흑석동(1159060500)","29,629","13,308","          2.23","14,429","15,200","          0.95"
"서울특별시 동작구 사당제1동(1159062000)","22,619","13,598","          1.66","10,840","11,779","          0.92"
"서울특별시 동작구 사당제2동(1159063000)","28,448","12,550","          2.27","13,623","14,825","          0.92"
"서울특별시 동작구 사당제3동(1159064000)","24,040","10,517","          2.29","11,658","12,382","          0.94"
"서울특별시 동작구 사당제4동(1159065000)","14,078","7,278","          1.93","6,704","7,374","          0.91"
"서울특별시 동작구 사당제5동(1159065100)","14,337","6,674","          2.15","6,876","7,461","          0.92"
"서울특별시 동작구 대방동(1159066000)","37,245","17,237","          2.16","17,635","19,610","          0.90"
"서울특별시 동작구 신대방제1동(1159067000)","23,294","10,366","          2.25","11,157","12,137","          0.92"
"서울특별시 동작구 신대방제2동(1159068000)","22,303","10,697","          2.08","10,692","11,611","          0.92"
"서울특별시 관악구 (1162000000)","487,201","283,378","          1.72","244,980","242,221","          1.01"
"서울특별시 관악구 보라매동(1162052500)","24,255","13,107","          1.85","11,895","12,360","          0.96"
"서울특별시 관악구 청림동(1162054500)","14,967","6,456","          2.32","7,235","7,732","          0.94"
"서울특별시 관악구 성현동(1162056500)","28,761","12,278","          2.34","13,869","14,892","          0.93"
"서울특별시 관악구 행운동(1162057500)","29,236","18,237","          1.60","14,166","15,070","          0.94"
"서울특별시 관악구 낙성대동(1162058500)","17,359","11,897","          1.46","8,711","8,648","          1.01"
"서울특별시 관악구 청룡동(1162059500)","35,999","24,112","          1.49","17,358","18,641","          0.93"
"서울특별시 관악구 은천동(1162060500)","32,776","16,094","          2.04","15,992","16,784","          0.95"
"서울특별시 관악구 중앙동(1162061500)","15,381","10,183","          1.51","7,407","7,974","          0.93"
"서울특별시 관악구 인헌동(1162062500)","25,787","14,795","          1.74","12,544","13,243","          0.95"
"서울특별시 관악구 남현동(1162063000)","18,001","9,842","          1.83","8,702","9,299","          0.94"
"서울특별시 관악구 서원동(1162064500)","22,866","14,797","          1.55","11,953","10,913","          1.10"
"서울특별시 관악구 신원동(1162065500)","17,955","11,360","          1.58","9,101","8,854","          1.03"
"서울특별시 관악구 서림동(1162066500)","23,310","14,826","          1.57","12,937","10,373","          1.25"
"서울특별시 관악구 신사동(1162068500)","22,670","14,376","          1.58","11,371","11,299","          1.01"
"서울특별시 관악구 신림동(1162069500)","23,106","18,884","          1.22","12,227","10,879","          1.12"
"서울특별시 관악구 난향동(1162071500)","15,011","6,231","          2.41","7,338","7,673","          0.96"
"서울특별시 관악구 조원동(1162072500)","18,748","11,696","          1.60","9,405","9,343","          1.01"
"서울특별시 관악구 대학동(1162073500)","23,852","16,805","          1.42","14,495","9,357","          1.55"
"서울특별시 관악구 삼성동(1162074500)","20,612","9,912","          2.08","10,277","10,335","          0.99"
"서울특별시 관악구 미성동(1162076500)","30,194","14,430","          2.09","14,783","15,411","          0.96"
"서울특별시 관악구 난곡동(1162077500)","26,355","13,060","          2.02","13,214","13,141","          1.01"
"서울특별시 서초구 (1165000000)","404,902","168,146","          2.41","193,465","211,437","          0.92"
"서울특별시 서초구 서초1동(1165051000)","20,486","9,514","          2.15","9,922","10,564","          0.94"
"서울특별시 서초구 서초2동(1165052000)","26,457","11,642","          2.27","12,596","13,861","          0.91"
"서울특별시 서초구 서초3동(1165053000)","32,115","15,243","          2.11","15,274","16,841","          0.91"
"서울특별시 서초구 서초4동(1165053100)","30,344","10,703","          2.84","14,836","15,508","          0.96"
"서울특별시 서초구 잠원동(1165054000)","26,282","10,547","          2.49","12,652","13,630","          0.93"
"서울특별시 서초구 반포본동(1165055000)","281","140","          2.01","135","146","          0.92"
"서울특별시 서초구 반포1동(1165056000)","34,193","14,842","          2.30","16,660","17,533","          0.95"
"서울특별시 서초구 반포2동(1165057000)","15,681","4,995","          3.14","7,460","8,221","          0.91"
"서울특별시 서초구 반포3동(1165058000)","22,370","7,743","          2.89","10,668","11,702","          0.91"
